Affiliate ,Major,College,MoreStudies
student,Biochemistry,College of Liberal Arts & Sciences ,FALSE
student,Biochemistry,College of Liberal Arts & Sciences ,FALSE
student,Biochemistry,College of Liberal Arts & Sciences ,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering,Grainger College of Engineering,FALSE
student,Bioengineering :: Technology Entrepreneur Ctr,Grainger College of Engineering,TRUE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration,Gies College of Business,FALSE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance,Gies College of Business,TRUE
student,Business Administration :: Finance :: Information Sciences,Gies College of Business,TRUE
student,Business Administration :: Finance :: Spanish and Portuguese,Gies College of Business,TRUE
student,Business Administration :: Statistics,Gies College of Business,TRUE
student,Carle Illinois COM Pgm & Crse,,FALSE
student,Carle Illinois COM Pgm & Crse,,FALSE
student,Carle Illinois COM Pgm & Crse,,FALSE
student,Carle Illinois COM Pgm & Crse,,FALSE
student,Carle Illinois COM Pgm & Crse,,FALSE
student,Carle Illinois COM Pgm & Crse,,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemical & Biomolecular Engr,Grainger College of Engineering,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry,College of Liberal Arts & Sciences ,FALSE
student,Chemistry :: Economics,College of Liberal Arts & Sciences ,TRUE
student,Chemistry :: Physics,College of Liberal Arts & Sciences ,TRUE
student,Chemistry :: Psychology,College of Liberal Arts & Sciences ,TRUE
student,Chemistry :: Statistics,College of Liberal Arts & Sciences ,TRUE
student,Chemistry :: Psychology,College of Liberal Arts & Sciences ,TRUE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng,Grainger College of Engineering,FALSE
student,Civil & Environmental Eng :: Natural Res & Env Sci,Grainger College of Engineering,TRUE
student,"Civil & Environmental Eng :: Sch Earth, Soc, Environ Admin",Grainger College of Engineering,TRUE
student,Civil & Environmental Eng :: Technology Entrepreneur Ctr,Grainger College of Engineering,TRUE
student,Classics,College of Liberal Arts & Sciences ,FALSE
student,Classics :: Communication,College of Liberal Arts & Sciences ,TRUE
student,Classics,College of Liberal Arts & Sciences ,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
student,College of Business,Gies College of Business,FALSE
